Date,Price,Load forecast,Generation forecast,Prévision J-1 Solaire,Prévision J-1 Eolien
2017-01-01 00:00:00,58.23,73650.0,69539.0,0.0,0.0
2017-01-01 01:00:00,51.95,72350.0,67376.0,0.0,0.0
2017-01-01 02:00:00,47.27,68750.0,65412.0,0.0,0.0
2017-01-01 03:00:00,45.49,65900.0,64557.0,0.0,0.0
2017-01-01 04:00:00,44.5,65000.0,64552.0,0.0,0.0
2017-01-01 05:00:00,44.5,65250.0,64695.0,0.0,0.0
2017-01-01 06:00:00,44.72,65550.0,64956.0,0.0,0.0
2017-01-01 07:00:00,44.22,66100.0,64938.0,0.0,0.0
2017-01-01 08:00:00,42.06,66750.0,65526.0,136.31,136.31
2017-01-01 09:00:00,45.7,68800.0,66426.0,823.63,823.63
2017-01-01 10:00:00,47.91,70050.0,67533.0,1618.65,1618.65
2017-01-01 11:00:00,49.57,71050.0,68066.0,2146.95,2146.95
2017-01-01 12:00:00,48.69,71100.0,68120.0,2309.05,2309.05
2017-01-01 13:00:00,46.91,67750.0,65870.0,2030.14,2030.14
2017-01-01 14:00:00,46.51,65200.0,64558.0,1380.09,1380.09
2017-01-01 15:00:00,46.52,64650.0,65023.0,533.48,533.48
2017-01-01 16:00:00,51.59,67150.0,66742.0,30.38,30.38
2017-01-01 17:00:00,59.07,70500.0,69175.0,0.0,0.0
2017-01-01 18:00:00,62.1,73250.0,70434.0,0.0,0.0
2017-01-01 19:00:00,56.26,72600.0,69171.0,0.0,0.0
2017-01-01 20:00:00,55.0,70550.0,68694.0,0.0,0.0
2017-01-01 21:00:00,56.02,69950.0,68900.0,0.0,0.0
2017-01-01 22:00:00,52.0,72700.0,69063.0,0.0,0.0
2017-01-01 23:00:00,54.99,71300.0,67873.0,0.0,0.0
2017-01-02 00:00:00,50.18,68550.0,66568.0,0.0,0.0
2017-01-02 01:00:00,49.11,67600.0,65962.0,0.0,0.0
2017-01-02 02:00:00,45.78,65100.0,65838.0,0.0,0.0
2017-01-02 03:00:00,44.99,64150.0,65653.0,0.0,0.0
2017-01-02 04:00:00,46.97,65950.0,65989.0,0.0,0.0
2017-01-02 05:00:00,52.0,69050.0,67471.0,0.0,0.0
2017-01-02 06:00:00,59.07,73100.0,70379.0,0.0,0.0
2017-01-02 07:00:00,64.98,77600.0,72051.0,0.0,0.0
2017-01-02 08:00:00,65.02,79450.0,73119.0,119.39,119.39
2017-01-02 09:00:00,68.49,80950.0,74464.0,693.14,693.14
2017-01-02 10:00:00,65.99,81650.0,75072.0,1355.31,1355.31
2017-01-02 11:00:00,65.75,82650.0,75432.0,1802.69,1802.69
2017-01-02 12:00:00,64.98,82350.0,75022.0,1867.11,1867.11
2017-01-02 13:00:00,61.19,80300.0,73887.0,1670.94,1670.94
2017-01-02 14:00:00,59.71,77000.0,73225.0,1163.63,1163.63
2017-01-02 15:00:00,60.96,76050.0,73551.0,475.55,475.55
2017-01-02 16:00:00,73.55,78400.0,75289.0,31.2,31.2
2017-01-02 17:00:00,77.42,83550.0,79030.0,0.0,0.0
2017-01-02 18:00:00,75.0,85300.0,78919.0,0.0,0.0
2017-01-02 19:00:00,70.11,81650.0,75661.0,0.0,0.0
2017-01-02 20:00:00,61.21,77550.0,73915.0,0.0,0.0
2017-01-02 21:00:00,60.1,75550.0,73785.0,0.0,0.0
2017-01-02 22:00:00,58.78,78500.0,72632.0,0.0,0.0
2017-01-02 23:00:00,54.68,75200.0,71574.0,0.0,0.0
2017-01-03 00:00:00,52.74,72850.0,70291.0,0.0,0.0
2017-01-03 01:00:00,49.25,72100.0,69366.0,0.0,0.0
2017-01-03 02:00:00,45.0,69550.0,68511.0,0.0,0.0
2017-01-03 03:00:00,45.18,68350.0,68294.0,0.0,0.0
2017-01-03 04:00:00,49.25,69950.0,69183.0,0.0,0.0
2017-01-03 05:00:00,57.65,74700.0,71650.0,0.0,0.0
2017-01-03 06:00:00,70.51,81650.0,75582.0,0.0,0.0
2017-01-03 07:00:00,74.04,85950.0,77784.0,0.0,0.0
2017-01-03 08:00:00,75.32,86950.0,78982.0,145.66,145.66
2017-01-03 09:00:00,74.65,87700.0,79557.0,877.7,877.7
2017-01-03 10:00:00,73.31,87600.0,79845.0,1737.32,1737.32
2017-01-03 11:00:00,72.71,87350.0,79398.0,2324.97,2324.97
2017-01-03 12:00:00,71.69,86600.0,78198.0,2495.16,2495.16
2017-01-03 13:00:00,70.51,84550.0,77000.0,2246.85,2246.85
2017-01-03 14:00:00,69.94,82000.0,75943.0,1571.3,1571.3
2017-01-03 15:00:00,71.11,81100.0,75486.0,634.93,634.93
2017-01-03 16:00:00,81.32,84050.0,78228.0,39.83,39.83
2017-01-03 17:00:00,137.21,88650.0,81352.0,0.0,0.0
2017-01-03 18:00:00,90.17,89750.0,81346.0,0.0,0.0
2017-01-03 19:00:00,74.94,86100.0,77967.0,0.0,0.0
2017-01-03 20:00:00,71.59,81850.0,76556.0,0.0,0.0
2017-01-03 21:00:00,68.73,79350.0,76016.0,0.0,0.0
2017-01-03 22:00:00,67.42,81550.0,75775.0,0.0,0.0
2017-01-03 23:00:00,62.69,78050.0,73970.0,0.0,0.0
2017-01-04 00:00:00,56.04,74900.0,72451.0,0.0,0.0
2017-01-04 01:00:00,54.1,74500.0,71911.0,0.0,0.0
2017-01-04 02:00:00,52.0,71500.0,71498.0,0.0,0.0
2017-01-04 03:00:00,51.36,70000.0,71627.0,0.0,0.0
2017-01-04 04:00:00,53.02,71450.0,71951.0,0.0,0.0
2017-01-04 05:00:00,62.4,75350.0,75095.0,0.0,0.0
2017-01-04 06:00:00,72.32,81050.0,78000.0,0.0,0.0
2017-01-04 07:00:00,73.01,85400.0,80051.0,0.0,0.0
2017-01-04 08:00:00,73.0,86000.0,80235.0,144.93,144.93
2017-01-04 09:00:00,72.85,86600.0,80797.0,873.95,873.95
2017-01-04 10:00:00,72.51,86150.0,81034.0,1689.31,1689.31
2017-01-04 11:00:00,71.72,85750.0,79967.0,2186.54,2186.54
2017-01-04 12:00:00,71.59,84900.0,78709.0,2329.27,2329.27
2017-01-04 13:00:00,69.0,82850.0,77739.0,2073.5,2073.5
2017-01-04 14:00:00,67.13,80550.0,77552.0,1436.43,1436.43
2017-01-04 15:00:00,68.26,79700.0,77498.0,587.23,587.23
2017-01-04 16:00:00,72.15,82000.0,79848.0,39.94,39.94
2017-01-04 17:00:00,76.8,86700.0,82457.0,0.0,0.0
2017-01-04 18:00:00,76.16,87650.0,81620.0,0.0,0.0
2017-01-04 19:00:00,72.48,84000.0,78717.0,0.0,0.0
2017-01-04 20:00:00,66.16,79900.0,76783.0,0.0,0.0
2017-01-04 21:00:00,64.98,77400.0,76418.0,0.0,0.0
2017-01-04 22:00:00,61.95,79750.0,76203.0,0.0,0.0
2017-01-04 23:00:00,51.22,76950.0,72532.0,0.0,0.0
2017-01-05 00:00:00,48.41,73700.0,71280.0,0.0,0.0
2017-01-05 01:00:00,50.0,73300.0,71145.0,0.0,0.0
2017-01-05 02:00:00,47.46,70350.0,70659.0,0.0,0.0
2017-01-05 03:00:00,42.34,68650.0,70381.0,0.0,0.0
2017-01-05 04:00:00,45.18,70050.0,70668.0,0.0,0.0
2017-01-05 05:00:00,54.09,74600.0,73054.0,0.0,0.0
2017-01-05 06:00:00,66.21,81300.0,77446.0,0.0,0.0
2017-01-05 07:00:00,69.7,85550.0,79797.0,0.0,0.0
2017-01-05 08:00:00,72.6,86100.0,79640.0,146.93,146.93
2017-01-05 09:00:00,73.03,86750.0,80016.0,834.51,834.51
2017-01-05 10:00:00,72.6,86450.0,80356.0,1605.95,1605.95
2017-01-05 11:00:00,72.54,86250.0,80303.0,2070.81,2070.81
2017-01-05 12:00:00,71.51,85550.0,79329.0,2250.64,2250.64
2017-01-05 13:00:00,71.1,83600.0,77601.0,2034.9,2034.9
2017-01-05 14:00:00,70.51,81200.0,76717.0,1493.11,1493.11
2017-01-05 15:00:00,69.7,80350.0,76638.0,616.75,616.75
2017-01-05 16:00:00,74.31,83050.0,79723.0,42.59,42.59
2017-01-05 17:00:00,96.93,87800.0,82319.0,0.0,0.0
2017-01-05 18:00:00,89.53,89200.0,82369.0,0.0,0.0
2017-01-05 19:00:00,73.69,85150.0,78992.0,0.0,0.0
2017-01-05 20:00:00,71.68,81100.0,77717.0,0.0,0.0
2017-01-05 21:00:00,66.76,79250.0,76328.0,0.0,0.0
2017-01-05 22:00:00,69.2,81300.0,76960.0,0.0,0.0
2017-01-05 23:00:00,59.58,77100.0,73225.0,0.0,0.0
2017-01-06 00:00:00,53.98,74650.0,71104.0,0.0,0.0
2017-01-06 01:00:00,52.11,74250.0,70018.0,0.0,0.0
2017-01-06 02:00:00,48.14,71700.0,69502.0,0.0,0.0
2017-01-06 03:00:00,46.74,70550.0,69052.0,0.0,0.0
2017-01-06 04:00:00,48.41,72250.0,69844.0,0.0,0.0
2017-01-06 05:00:00,53.29,77000.0,73565.0,0.0,0.0
2017-01-06 06:00:00,73.28,83750.0,78614.0,0.0,0.0
2017-01-06 07:00:00,86.03,87900.0,81831.0,0.0,0.0
2017-01-06 08:00:00,76.14,88450.0,81199.0,168.66,168.66
2017-01-06 09:00:00,72.86,88300.0,80705.0,977.83,977.83
2017-01-06 10:00:00,75.08,87700.0,81137.0,1914.04,1914.04
2017-01-06 11:00:00,84.9,86750.0,80568.0,2538.83,2538.83
2017-01-06 12:00:00,70.99,85750.0,78344.0,2690.44,2690.44
2017-01-06 13:00:00,68.53,82700.0,76822.0,2410.96,2410.96
2017-01-06 14:00:00,65.62,79900.0,75588.0,1679.91,1679.91
2017-01-06 15:00:00,66.21,79200.0,75282.0,688.59,688.59
2017-01-06 16:00:00,71.01,82250.0,77954.0,47.91,47.91
2017-01-06 17:00:00,169.32,87900.0,82875.0,0.0,0.0
2017-01-06 18:00:00,107.85,89250.0,82772.0,0.0,0.0
2017-01-06 19:00:00,85.17,85800.0,80257.0,0.0,0.0
2017-01-06 20:00:00,78.07,81950.0,76894.0,0.0,0.0
2017-01-06 21:00:00,78.57,80250.0,77247.0,0.0,0.0
2017-01-06 22:00:00,106.13,83150.0,77445.0,0.0,0.0
2017-01-06 23:00:00,66.0,81300.0,73315.0,0.0,0.0
2017-01-07 00:00:00,60.0,78800.0,71444.0,0.0,0.0
2017-01-07 01:00:00,55.95,78450.0,69643.0,0.0,0.0
2017-01-07 02:00:00,52.0,75400.0,67660.0,0.0,0.0
2017-01-07 03:00:00,50.78,73350.0,66619.0,0.0,0.0
2017-01-07 04:00:00,50.74,73450.0,67340.0,0.0,0.0
2017-01-07 05:00:00,54.08,74800.0,69401.0,0.0,0.0
2017-01-07 06:00:00,56.28,77000.0,70345.0,0.0,0.0
2017-01-07 07:00:00,61.28,79900.0,72095.0,0.0,0.0
2017-01-07 08:00:00,67.2,82350.0,74562.0,174.69,174.69
2017-01-07 09:00:00,73.48,83950.0,75628.0,990.96,990.96
2017-01-07 10:00:00,70.69,83300.0,76156.0,1890.16,1890.16
2017-01-07 11:00:00,70.69,83350.0,75969.0,2451.01,2451.01
2017-01-07 12:00:00,63.73,82500.0,75005.0,2574.04,2574.04
2017-01-07 13:00:00,55.09,79400.0,72219.0,2262.19,2262.19
2017-01-07 14:00:00,53.26,76550.0,70055.0,1569.44,1569.44
2017-01-07 15:00:00,59.08,75000.0,70913.0,633.47,633.47
2017-01-07 16:00:00,69.99,76650.0,72876.0,44.75,44.75
2017-01-07 17:00:00,76.52,82100.0,75500.0,0.0,0.0
2017-01-07 18:00:00,78.28,83850.0,75554.0,0.0,0.0
2017-01-07 19:00:00,68.23,81300.0,73375.0,0.0,0.0
2017-01-07 20:00:00,60.0,78150.0,71043.0,0.0,0.0
2017-01-07 21:00:00,61.19,77050.0,70815.0,0.0,0.0
2017-01-07 22:00:00,66.09,80200.0,71494.0,0.0,0.0
2017-01-07 23:00:00,69.2,77250.0,72485.0,0.0,0.0
2017-01-08 00:00:00,61.07,74200.0,69649.0,0.0,0.0
2017-01-08 01:00:00,55.47,73100.0,66624.0,0.0,0.0
2017-01-08 02:00:00,50.22,70150.0,64842.0,0.0,0.0
2017-01-08 03:00:00,47.99,67650.0,64733.0,0.0,0.0
2017-01-08 04:00:00,48.0,66750.0,64579.0,0.0,0.0
2017-01-08 05:00:00,47.15,67250.0,65056.0,0.0,0.0
2017-01-08 06:00:00,50.13,68450.0,65619.0,0.0,0.0
2017-01-08 07:00:00,51.3,70250.0,65866.0,0.0,0.0
2017-01-08 08:00:00,54.0,72550.0,66823.0,140.09,140.09
2017-01-08 09:00:00,58.07,74850.0,69245.0,735.1,735.1
2017-01-08 10:00:00,61.28,75650.0,70730.0,1344.72,1344.72
2017-01-08 11:00:00,67.1,75750.0,71299.0,1698.47,1698.47
2017-01-08 12:00:00,64.6,75700.0,70019.0,1776.86,1776.86
2017-01-08 13:00:00,54.74,71650.0,66775.0,1604.1,1604.1
2017-01-08 14:00:00,53.0,68650.0,65377.0,1148.21,1148.21
2017-01-08 15:00:00,54.08,67550.0,65578.0,506.04,506.04
2017-01-08 16:00:00,60.95,69150.0,68261.0,35.4,35.4
2017-01-08 17:00:00,70.51,74650.0,71784.0,0.0,0.0
2017-01-08 18:00:00,75.52,77450.0,72267.0,0.0,0.0
2017-01-08 19:00:00,73.2,76300.0,71709.0,0.0,0.0
2017-01-08 20:00:00,68.4,73600.0,70211.0,0.0,0.0
2017-01-08 21:00:00,71.21,72100.0,70245.0,0.0,0.0
2017-01-08 22:00:00,65.88,75400.0,70156.0,0.0,0.0
2017-01-08 23:00:00,58.0,72500.0,69433.0,0.0,0.0
2017-01-09 00:00:00,52.9,69650.0,68328.0,0.0,0.0
2017-01-09 01:00:00,50.04,69250.0,66693.0,0.0,0.0
2017-01-09 02:00:00,45.75,66750.0,66007.0,0.0,0.0
2017-01-09 03:00:00,45.02,65300.0,66244.0,0.0,0.0
2017-01-09 04:00:00,52.24,67550.0,67741.0,0.0,0.0
2017-01-09 05:00:00,65.75,73050.0,72543.0,0.0,0.0
2017-01-09 06:00:00,78.01,80300.0,76419.0,0.0,0.0
2017-01-09 07:00:00,89.78,84100.0,79740.0,0.0,0.0
2017-01-09 08:00:00,80.0,84500.0,81243.0,162.43,162.43
2017-01-09 09:00:00,80.0,85000.0,81675.0,818.8,818.8
2017-01-09 10:00:00,80.0,85350.0,81738.0,1467.85,1467.85
2017-01-09 11:00:00,80.0,85300.0,81509.0,1857.73,1857.73
2017-01-09 12:00:00,79.89,84750.0,80802.0,1953.2,1953.2
2017-01-09 13:00:00,78.7,82900.0,80073.0,1781.71,1781.71
2017-01-09 14:00:00,77.0,80150.0,78862.0,1273.51,1273.51
2017-01-09 15:00:00,75.75,78600.0,79117.0,547.72,547.72
2017-01-09 16:00:00,77.51,80050.0,80774.0,41.56,41.56
2017-01-09 17:00:00,83.87,84700.0,84029.0,0.0,0.0
2017-01-09 18:00:00,80.1,86250.0,83731.0,0.0,0.0
2017-01-09 19:00:00,77.07,81800.0,81777.0,0.0,0.0
2017-01-09 20:00:00,66.2,77100.0,79203.0,0.0,0.0
2017-01-09 21:00:00,66.6,74650.0,78977.0,0.0,0.0
2017-01-09 22:00:00,65.82,77700.0,78376.0,0.0,0.0
2017-01-09 23:00:00,59.99,72350.0,75185.0,0.0,0.0
2017-01-10 00:00:00,55.8,69300.0,72405.0,0.0,0.0
2017-01-10 01:00:00,52.98,68400.0,71210.0,0.0,0.0
2017-01-10 02:00:00,50.0,65650.0,69880.0,0.0,0.0
2017-01-10 03:00:00,49.19,64100.0,69213.0,0.0,0.0
2017-01-10 04:00:00,52.07,65850.0,70215.0,0.0,0.0
2017-01-10 05:00:00,63.55,70900.0,73978.0,0.0,0.0
2017-01-10 06:00:00,80.4,78200.0,78339.0,0.0,0.0
2017-01-10 07:00:00,77.9,81650.0,80959.0,0.0,0.0
2017-01-10 08:00:00,82.73,81400.0,80491.0,107.23,107.23
2017-01-10 09:00:00,84.59,81400.0,80688.0,553.55,553.55
2017-01-10 10:00:00,84.09,81550.0,80805.0,1071.42,1071.42
2017-01-10 11:00:00,82.06,81050.0,80495.0,1355.34,1355.34
2017-01-10 12:00:00,80.0,80450.0,80114.0,1500.43,1500.43
2017-01-10 13:00:00,77.79,78400.0,78451.0,1336.65,1336.65
2017-01-10 14:00:00,75.69,75600.0,77676.0,972.18,972.18
2017-01-10 15:00:00,75.85,74700.0,77804.0,424.4,424.4
2017-01-10 16:00:00,88.38,76200.0,80894.0,31.86,31.86
2017-01-10 17:00:00,103.3,80750.0,83070.0,0.0,0.0
2017-01-10 18:00:00,88.26,82900.0,81866.0,0.0,0.0
2017-01-10 19:00:00,79.67,78700.0,78357.0,0.0,0.0
2017-01-10 20:00:00,70.49,73950.0,75400.0,0.0,0.0
2017-01-10 21:00:00,68.39,71100.0,74730.0,0.0,0.0
2017-01-10 22:00:00,70.21,74350.0,73674.0,0.0,0.0
2017-01-10 23:00:00,66.76,71800.0,70705.0,0.0,0.0
2017-01-11 00:00:00,64.79,68850.0,68484.0,0.0,0.0
2017-01-11 01:00:00,62.05,68400.0,67749.0,0.0,0.0
2017-01-11 02:00:00,53.34,65300.0,66445.0,0.0,0.0
2017-01-11 03:00:00,50.62,63700.0,66454.0,0.0,0.0
2017-01-11 04:00:00,58.3,65300.0,68157.0,0.0,0.0
2017-01-11 05:00:00,75.8,69750.0,72290.0,0.0,0.0
2017-01-11 06:00:00,90.7,76300.0,77128.0,0.0,0.0
2017-01-11 07:00:00,96.88,80550.0,79844.0,0.0,0.0
2017-01-11 08:00:00,93.1,80650.0,81103.0,155.95,155.95
2017-01-11 09:00:00,82.57,80550.0,81037.0,740.16,740.16
2017-01-11 10:00:00,81.61,80150.0,80904.0,1293.32,1293.32
2017-01-11 11:00:00,79.98,80000.0,80930.0,1559.94,1559.94
2017-01-11 12:00:00,79.56,79650.0,80602.0,1674.64,1674.64
2017-01-11 13:00:00,79.82,77600.0,79848.0,1486.69,1486.69
2017-01-11 14:00:00,78.87,75050.0,79224.0,1030.38,1030.38
2017-01-11 15:00:00,79.56,73700.0,78828.0,462.34,462.34
2017-01-11 16:00:00,83.65,75550.0,79789.0,38.78,38.78
2017-01-11 17:00:00,95.76,79600.0,82420.0,0.0,0.0
2017-01-11 18:00:00,88.44,80700.0,81289.0,0.0,0.0
2017-01-11 19:00:00,85.0,76900.0,78707.0,0.0,0.0
2017-01-11 20:00:00,77.6,72700.0,76590.0,0.0,0.0
2017-01-11 21:00:00,77.95,70400.0,76426.0,0.0,0.0
2017-01-11 22:00:00,77.51,73050.0,76568.0,0.0,0.0
2017-01-11 23:00:00,67.19,69950.0,74902.0,0.0,0.0
2017-01-12 00:00:00,60.37,66800.0,72563.0,0.0,0.0
2017-01-12 01:00:00,60.71,66050.0,71594.0,0.0,0.0
2017-01-12 02:00:00,51.37,62850.0,69776.0,0.0,0.0
2017-01-12 03:00:00,48.46,61300.0,69578.0,0.0,0.0
2017-01-12 04:00:00,60.01,62950.0,70906.0,0.0,0.0
2017-01-12 05:00:00,73.69,67450.0,74722.0,0.0,0.0
2017-01-12 06:00:00,82.87,74800.0,78651.0,0.0,0.0
2017-01-12 07:00:00,87.0,78300.0,80809.0,0.0,0.0
2017-01-12 08:00:00,88.01,78100.0,81068.0,155.03,155.03
2017-01-12 09:00:00,86.71,78050.0,81536.0,727.22,727.22
2017-01-12 10:00:00,86.4,77950.0,81351.0,1305.66,1305.66
2017-01-12 11:00:00,82.94,77750.0,81237.0,1602.97,1602.97
2017-01-12 12:00:00,81.19,77550.0,80503.0,1625.54,1625.54
2017-01-12 13:00:00,79.69,76400.0,80113.0,1398.82,1398.82
2017-01-12 14:00:00,76.98,74250.0,79606.0,1003.26,1003.26
2017-01-12 15:00:00,77.15,73700.0,79629.0,413.18,413.18
2017-01-12 16:00:00,79.97,75250.0,80873.0,34.22,34.22
2017-01-12 17:00:00,89.85,79850.0,83892.0,0.0,0.0
2017-01-12 18:00:00,81.28,81250.0,83378.0,0.0,0.0
2017-01-12 19:00:00,78.33,77250.0,81255.0,0.0,0.0
2017-01-12 20:00:00,70.04,72850.0,79467.0,0.0,0.0
2017-01-12 21:00:00,69.21,70700.0,78979.0,0.0,0.0
2017-01-12 22:00:00,64.28,73300.0,77572.0,0.0,0.0
2017-01-12 23:00:00,59.2,70050.0,73682.0,0.0,0.0
2017-01-13 00:00:00,53.2,67000.0,71279.0,0.0,0.0
2017-01-13 01:00:00,50.16,66100.0,70342.0,0.0,0.0
2017-01-13 02:00:00,46.34,63200.0,69225.0,0.0,0.0
2017-01-13 03:00:00,43.66,62000.0,69301.0,0.0,0.0
2017-01-13 04:00:00,48.52,63800.0,69719.0,0.0,0.0
2017-01-13 05:00:00,61.69,69050.0,72776.0,0.0,0.0
2017-01-13 06:00:00,99.0,76700.0,77780.0,0.0,0.0
2017-01-13 07:00:00,87.45,80650.0,80025.0,0.0,0.0
2017-01-13 08:00:00,96.8,80450.0,80898.0,181.5,181.5
2017-01-13 09:00:00,104.48,79800.0,81127.0,934.09,934.09
2017-01-13 10:00:00,99.82,79150.0,81026.0,1721.01,1721.01
2017-01-13 11:00:00,96.48,78500.0,80414.0,2193.6,2193.6
2017-01-13 12:00:00,89.9,78200.0,79543.0,2291.51,2291.51
2017-01-13 13:00:00,80.73,76550.0,78561.0,2064.53,2064.53
2017-01-13 14:00:00,72.97,74150.0,77449.0,1496.98,1496.98
2017-01-13 15:00:00,75.59,73550.0,77272.0,660.38,660.38
2017-01-13 16:00:00,105.44,76150.0,79353.0,60.2,60.2
2017-01-13 17:00:00,105.82,81150.0,82372.0,0.0,0.0
2017-01-13 18:00:00,96.02,82100.0,81414.0,0.0,0.0
2017-01-13 19:00:00,85.0,78450.0,78406.0,0.0,0.0
2017-01-13 20:00:00,81.19,74450.0,76596.0,0.0,0.0
2017-01-13 21:00:00,81.19,72400.0,75380.0,0.0,0.0
2017-01-13 22:00:00,81.08,75500.0,74596.0,0.0,0.0
2017-01-13 23:00:00,75.0,72550.0,72651.0,0.0,0.0
2017-01-14 00:00:00,65.13,69200.0,70454.0,0.0,0.0
2017-01-14 01:00:00,59.71,67800.0,69619.0,0.0,0.0
2017-01-14 02:00:00,55.25,64850.0,69113.0,0.0,0.0
2017-01-14 03:00:00,50.01,63000.0,68494.0,0.0,0.0
2017-01-14 04:00:00,52.93,63200.0,68336.0,0.0,0.0
2017-01-14 05:00:00,55.99,65150.0,68671.0,0.0,0.0
2017-01-14 06:00:00,61.25,67300.0,69977.0,0.0,0.0
2017-01-14 07:00:00,70.06,70250.0,71684.0,0.0,0.0
2017-01-14 08:00:00,72.89,72550.0,73669.0,185.87,185.87
2017-01-14 09:00:00,73.49,73800.0,74116.0,929.96,929.96
2017-01-14 10:00:00,69.19,73850.0,75003.0,1717.71,1717.71
2017-01-14 11:00:00,67.94,74500.0,75283.0,2173.27,2173.27
2017-01-14 12:00:00,61.23,74150.0,75077.0,2263.95,2263.95
2017-01-14 13:00:00,59.03,71400.0,73512.0,1994.92,1994.92
2017-01-14 14:00:00,58.41,69100.0,72829.0,1418.02,1418.02
2017-01-14 15:00:00,58.03,68050.0,72544.0,613.26,613.26
2017-01-14 16:00:00,72.89,69950.0,74736.0,57.48,57.48
2017-01-14 17:00:00,85.48,74850.0,78842.0,0.0,0.0
2017-01-14 18:00:00,81.79,76500.0,78848.0,0.0,0.0
2017-01-14 19:00:00,75.93,73900.0,77357.0,0.0,0.0
2017-01-14 20:00:00,69.75,70850.0,75254.0,0.0,0.0
2017-01-14 21:00:00,72.89,69750.0,75393.0,0.0,0.0
2017-01-14 22:00:00,70.31,73500.0,75525.0,0.0,0.0
2017-01-14 23:00:00,64.87,72600.0,70113.0,0.0,0.0
2017-01-15 00:00:00,58.65,69950.0,68615.0,0.0,0.0
2017-01-15 01:00:00,55.08,68650.0,68033.0,0.0,0.0
2017-01-15 02:00:00,51.59,64900.0,66782.0,0.0,0.0
2017-01-15 03:00:00,50.0,62800.0,66265.0,0.0,0.0
2017-01-15 04:00:00,50.0,62350.0,65906.0,0.0,0.0
2017-01-15 05:00:00,51.0,63150.0,66079.0,0.0,0.0
2017-01-15 06:00:00,52.19,64650.0,66246.0,0.0,0.0
2017-01-15 07:00:00,55.19,66450.0,66618.0,0.0,0.0
2017-01-15 08:00:00,63.91,69050.0,68362.0,191.26,191.26
2017-01-15 09:00:00,66.13,72000.0,69977.0,851.21,851.21
2017-01-15 10:00:00,67.37,73150.0,71193.0,1558.36,1558.36
2017-01-15 11:00:00,71.38,73950.0,71274.0,1957.23,1957.23
2017-01-15 12:00:00,65.77,74100.0,71025.0,2011.87,2011.87
2017-01-15 13:00:00,58.53,70250.0,69436.0,1790.23,1790.23
2017-01-15 14:00:00,57.51,67600.0,68240.0,1240.77,1240.77
2017-01-15 15:00:00,57.12,66550.0,68404.0,541.13,541.13
2017-01-15 16:00:00,69.75,68650.0,71068.0,48.61,48.61
2017-01-15 17:00:00,88.0,73750.0,75507.0,0.0,0.0
2017-01-15 18:00:00,82.38,76400.0,75928.0,0.0,0.0
2017-01-15 19:00:00,79.37,74800.0,75414.0,0.0,0.0
2017-01-15 20:00:00,76.55,72050.0,74527.0,0.0,0.0
2017-01-15 21:00:00,75.83,70550.0,73683.0,0.0,0.0
2017-01-15 22:00:00,69.75,73900.0,72498.0,0.0,0.0
2017-01-15 23:00:00,57.29,71450.0,66851.0,0.0,0.0
2017-01-16 00:00:00,51.38,69000.0,65878.0,0.0,0.0
2017-01-16 01:00:00,48.01,68750.0,65760.0,0.0,0.0
2017-01-16 02:00:00,41.89,65900.0,65448.0,0.0,0.0
2017-01-16 03:00:00,40.98,64550.0,65732.0,0.0,0.0
2017-01-16 04:00:00,48.98,66950.0,67726.0,0.0,0.0
2017-01-16 05:00:00,66.83,72250.0,72112.0,0.0,0.0
2017-01-16 06:00:00,100.38,79550.0,77994.0,0.0,0.0
2017-01-16 07:00:00,110.69,83350.0,81212.0,0.0,0.0
2017-01-16 08:00:00,110.8,84100.0,81738.0,202.06,202.06
2017-01-16 09:00:00,108.57,84700.0,82126.0,883.84,883.84
2017-01-16 10:00:00,109.15,84800.0,82780.0,1547.22,1547.22
2017-01-16 11:00:00,106.04,84750.0,82158.0,1967.34,1967.34
2017-01-16 12:00:00,105.59,84400.0,81390.0,2108.32,2108.32
2017-01-16 13:00:00,107.7,82850.0,80051.0,1927.6,1927.6
2017-01-16 14:00:00,108.68,80250.0,79340.0,1447.32,1447.32
2017-01-16 15:00:00,108.43,79250.0,79436.0,662.53,662.53
2017-01-16 16:00:00,120.0,80900.0,81962.0,69.0,69.0
2017-01-16 17:00:00,124.83,85500.0,84745.0,0.0,0.0
2017-01-16 18:00:00,113.84,87400.0,82633.0,0.0,0.0
2017-01-16 19:00:00,97.2,83400.0,79688.0,0.0,0.0
2017-01-16 20:00:00,80.0,79150.0,76825.0,0.0,0.0
2017-01-16 21:00:00,80.0,76450.0,76392.0,0.0,0.0
2017-01-16 22:00:00,80.0,79950.0,76673.0,0.0,0.0
2017-01-16 23:00:00,80.81,76050.0,75154.0,0.0,0.0
2017-01-17 00:00:00,69.61,73850.0,73813.0,0.0,0.0
2017-01-17 01:00:00,72.08,73400.0,73386.0,0.0,0.0
2017-01-17 02:00:00,58.28,70700.0,72257.0,0.0,0.0
2017-01-17 03:00:00,57.76,69700.0,72503.0,0.0,0.0
2017-01-17 04:00:00,69.63,71400.0,73788.0,0.0,0.0
2017-01-17 05:00:00,94.64,76800.0,78676.0,0.0,0.0
2017-01-17 06:00:00,127.06,84550.0,83823.0,0.0,0.0
2017-01-17 07:00:00,135.06,87850.0,85860.0,0.0,0.0
2017-01-17 08:00:00,135.7,87850.0,87081.0,251.78,251.78
2017-01-17 09:00:00,129.33,87800.0,87429.0,1169.01,1169.01
