,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2021-01-01,47.370388761212325,46.72339437227694,43.13868774233484,39.06705451365332,40.38168689022513,39.076541541812865,42.51172103106717,43.416036677421324,45.92551368089317,47.3931692717503,47.49767880757923,47.70423133581123,46.74378710901422,45.129517207591405,45.10451999528541,50.56671002695579,56.964144548441205,60.95850219739464,60.018615472977885,54.94919854237358,49.09608180515009,48.51119236745699,47.58333481192466,44.07841819511974
2021-01-02,46.508926064777185,44.818050585583876,41.89616392879501,39.0200634727731,40.34402295561062,43.954685375425264,47.305307160719835,49.92819244725012,52.55005852232,53.785215096865386,53.73963526472048,53.58190900965977,55.37765105925216,56.97377484492832,55.59747910257677,57.439859345249076,63.18042491726848,64.01392225618991,60.317618096549396,53.48660028197327,46.498181495963046,49.720139228315524,44.80858054182445,44.43639045024389
2021-01-03,45.039757099399495,45.65650754104308,44.66388876222399,41.79399761720695,39.28269328981342,41.8909645770858,44.8588418913573,46.726844773724174,50.45462342328706,52.53731254587463,52.72233122529844,53.53970199589506,51.98451466909886,50.251172501267845,53.6182815946579,57.557731231150115,66.50800532819372,73.82417030101652,72.35230603132081,63.45755391624486,54.32497645818296,52.70173053744306,47.932018911128836,48.712167153637836
2021-01-04,48.8032657460144,47.616672209186675,44.026656558367876,41.886306848626255,45.52095471995821,54.98077380553299,66.38885278024152,70.21231989638522,71.74497101582186,69.50624421877006,66.85349711524108,65.00475254325025,67.51980868793781,66.42215104908942,69.2406625539717,74.16466833589499,82.81970982572474,81.81348193418053,77.33310288142248,67.64420473934707,58.419233443826435,58.31404927752615,53.5982169639918,52.81094316674859
2021-01-05,52.15306490444951,49.945749076830424,44.019571456105226,43.53049927015692,49.05924241164057,54.433766395291585,62.19841496845233,69.4204725744306,70.75662042631377,70.58968882576957,71.90939651167992,70.43753409324216,69.88727714499402,67.54777755749676,65.94602318034262,64.9788355992222,70.93384650464914,75.81006262173061,75.24476689542499,68.58799359705782,56.21372688792991,55.0102644238694,53.59531323998197,51.14047921837748
2021-01-06,50.60982618695842,49.51525296534636,45.94592704153422,44.12487032622926,47.39124110486949,54.58911173077558,64.64107872599952,69.63940603118704,71.9201641377135,71.1104526714425,70.01089795235701,69.49049494371059,68.33647028797844,66.39511112422993,62.75147973968819,64.80387484815486,72.2190044368623,74.3380405336918,73.90576972721286,64.38474752969044,54.68115604913885,53.69499625728213,52.732422671106974,51.2084033254475
2021-01-07,69.99084731595363,64.96322134190464,58.557147478938916,55.23777568520339,56.65613812719375,61.65332895002325,71.64378834265187,80.05826829558043,83.3571037907063,81.14425708809352,79.21799844990144,79.92463628398923,78.68215979975116,78.20684080667691,72.67179554917041,73.87487431801841,77.082598256249,82.16119430532106,79.94778210006885,69.23547466387905,57.76993610774045,58.27759310793505,60.177680977382494,57.7106706975089
2021-01-08,55.634801054085315,54.285995468990805,49.177271544082586,47.297344772705664,51.61253040276266,58.867232678564136,71.39489235642039,74.78696760378597,81.22699671236492,82.07923615346985,80.30232052225813,79.24478569112281,83.14702133617794,77.68582388467905,75.86165456971358,80.02300377504133,81.75584032956965,82.58358835461557,81.88519414759682,75.0736659572649,65.03891277399953,66.58400314192335,58.873215266182676,58.70424920420844
2021-01-09,57.794114302301736,56.11618034169737,51.897030976009205,48.2312675015989,48.08878687538318,52.85690879109368,60.04339713520264,65.1604794385987,71.53206856949042,71.62751563479938,71.6671470962348,73.20016260019419,70.90503532432541,69.6492889799384,68.11021893961407,69.71743071556864,78.82817775293424,81.45290856754514,77.99842404051604,70.00495653256768,61.85358559085297,61.61904759240886,62.03586819696941,59.95340610002346
2021-01-10,52.15446818995342,49.89464535887461,45.43652847109021,42.27496284574674,43.944520201820666,46.46400144826667,51.61192984906031,52.77578578539289,57.94966926901749,60.45036002144873,59.96185245965776,61.50610995094499,57.19889522645322,54.98854967005368,56.66860382115823,61.53479743135843,66.89745669460709,74.33406449921912,74.99748186282525,69.45071221554227,61.351822085431294,64.08687924375968,58.145361155797644,55.59355095227052
