Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2021-01-01,49.74703662895036,45.6811859109455,43.56499772565975,41.47291069186102,38.93376339688109,38.02769679055368,40.92891862374627,42.690755770205854,44.60639235432656,47.59867490368129,49.4277081391351,50.23521201494733,51.21334300795571,48.02499297353711,47.67516030393855,47.04395758477605,51.15250023526655,56.57447667500605,61.04397981586412,60.29934242319954,56.45424730531985,51.578368366688096,51.44601306045353,49.17208205329001
2021-01-02,48.019176561746576,45.298462154444216,44.64559606799285,41.37328330112507,40.911485209268285,40.94578998082754,44.33120759303569,49.057897056984395,51.47765232670754,54.026355364878086,55.631732961491984,55.46755841506045,57.27595125345007,53.712016863095045,52.06781596504678,52.65978099282699,55.64854769247269,59.09402080916177,61.70244803814705,59.59006377611099,54.559146602967566,49.06629633095528,49.388960391642094,46.383180598392265
2021-01-03,45.97526792453802,43.34650580939922,43.32220862190497,41.023162941257226,40.52297432729715,39.126683287897706,41.833883974664644,45.87510828045858,48.59605695714232,51.10838368154116,53.3905407095855,53.051125440597474,53.171145832780184,49.984035877504965,47.64524743079298,48.47154776534424,51.971134113866796,58.84699261795191,64.2252313596241,63.127682016670505,58.49728269478698,52.1517864815274,51.00678439012807,47.190949895139454
2021-01-04,48.44265546196379,46.09839180768549,45.57509778402367,43.013504810896855,44.1838766517297,46.4021162947612,56.66872038527788,67.21432261310346,67.37370481785635,68.70677451629878,69.29434317614837,68.9533389650711,65.02333059114709,66.11240581312816,63.22929220029569,62.43004629343299,67.0647961612387,75.0173245443514,75.7331592181179,71.7799857285623,64.5299370343771,57.405512726256525,54.537523181983595,50.563217389374046
2021-01-05,52.080629445261195,49.76008646698929,48.56329037627691,45.19809579182127,44.738045226639315,47.65662672880508,55.16713514641702,65.69804317939558,70.35019296191604,71.33434875633779,69.9598722439727,68.04796500501688,67.59788350415727,65.45210507032574,64.62683916681965,61.9847723485928,62.893188566270396,69.18811203876349,74.48339526237787,73.20192089309712,66.93996122564405,56.47466296157505,53.625923730983956,50.82036861585899
2021-01-06,53.68444798235612,50.50040833519641,48.74796525665402,44.25907210883225,43.52315288391417,46.35889156616983,55.88378101380772,68.40939017316968,72.48824161959419,74.54930583822554,72.85534687552897,71.81276584619184,70.11930151611236,68.46727550616895,67.06457179475754,64.39041394214252,65.12047809082677,71.68319481328676,77.94175281410647,74.45063847128189,66.49454158601857,58.07563528631642,55.804022510277875,53.33887390519966
2021-01-07,58.82310257283301,56.33716953591794,54.62101456054849,50.8106738133412,49.0973538695517,52.65128610900716,63.223672794012444,75.34036977038554,80.55509982957355,82.89750532380967,83.28108541732163,82.60550235303204,78.46242705347589,76.48048967171991,74.7854863859528,72.30521971752901,73.28627869988802,81.33362154848021,90.82263671520661,84.8558888909817,74.08326894741316,64.70248514611697,61.11333820949763,57.61597110460639
2021-01-08,67.37594508024156,67.5441633398185,64.15077623310202,58.17047254131458,55.42282679743779,59.18704619028371,67.04004670865885,79.34419504833573,84.67849179213353,87.57165987077344,88.92892170553375,86.96378879374302,82.81992704705016,79.74215377960346,77.12134785900975,74.13817120140862,73.63024002592326,81.99173919052075,92.15726670943317,88.19363437850652,78.56210528720021,70.0857410665632,67.22580133301112,64.50529867606778
2021-01-09,68.70497779942932,68.40544292709795,63.77277162177848,60.16242255198591,57.388279709901944,58.956078641311414,60.00925604916242,66.38298189061967,71.20022859426267,77.64288715094682,81.42950953762994,79.13713798702247,78.12573142756496,73.62437186477558,72.81871223415123,71.98695083762462,74.8087773268436,84.24654846234496,90.81550179494793,85.60876502335971,75.58467988457059,65.72248264191855,64.44932213437723,64.86270012839455
2021-01-10,55.07376722369527,51.47970034784381,48.549085519093765,43.79695691864514,41.880699738749236,41.83024976697952,45.72209691735539,51.36895572998122,55.268896003682194,59.299468780465645,61.53687086733082,61.82021015601375,63.68548176462212,58.232762012976266,53.7885966282376,52.09752444114986,54.15846706799106,64.17044296110846,70.81180979423097,72.36419214602375,68.2759360091662,60.18184241111848,61.19936917470408,60.11665016096996
