Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2022-01-01,104.86939922065216,78.3945243238343,73.74481215283117,63.88119079798095,56.52073039782013,56.54953178976887,68.07612881566611,80.3580436203953,90.6202201555605,103.8820977455203,113.45354811855236,116.9458728098523,125.92922516518163,119.50543090747274,113.11920803687977,110.79918553603807,114.74773520038838,147.9035205116721,165.84711970781922,141.37678222672696,123.29606792060068,123.30595173334424,118.63075360877664,119.77123351365626
2022-01-02,76.22852335946315,64.68806789105562,58.64804481188285,48.01105462509564,43.206910340545946,49.14239984676321,61.19281969013641,77.76662649439398,83.8880922331399,101.7548688362525,110.33888083809762,111.06050946698058,122.51123752418869,110.7158061834659,101.59313219156819,97.15701212637074,109.72186866916056,153.7055502291066,156.9337485254684,149.6202656073808,123.284099411096,116.68063424955471,115.86093024653495,108.29687486894733
2022-01-03,19.514727015487825,9.361723928865423,0.042801582730255916,-21.713717274943065,-22.338227632355498,9.827248952360684,33.01743970284225,53.66864607338111,61.96712040107837,65.66220003469707,62.68468295208788,58.961322740545135,60.958868559720074,52.07491590582268,47.484680376860894,46.90343599996007,49.95776787244099,65.45091310343966,83.89943359884947,88.4240515683218,77.93661525191591,63.645109987431006,62.137495232160134,53.768065381264606
2022-01-04,73.88019470049981,62.151453292804916,61.02646233323691,48.39092553438232,45.03359615509554,60.80459008622461,85.88937701879155,132.8258059721415,187.08883381375048,191.3249846601082,191.0468218278638,169.30166823903727,150.5926097450975,149.71569188138758,133.8041013802091,134.02050303597716,141.183336156601,172.21709106777422,162.2552629397971,151.27674803958712,126.20678027932206,101.72817433669053,102.51766380488023,87.16450625297364
2022-01-05,106.71446999399171,100.54959661778524,91.22746099349577,80.45825050378352,77.48426125410055,86.36320880543899,101.05736968770677,153.64464107034647,184.57099681276225,182.2581057260509,176.41174221361203,170.79962718899247,157.32327152119376,178.94600947549316,187.16019436920482,200.71844739851974,188.0435761445646,182.5413894099581,179.20977859449943,168.19320615956818,141.11513278884138,134.940529261505,121.51869876615518,113.03182308829841
2022-01-06,221.560029538525,195.04592044103464,192.42533554313835,141.05206550965505,123.0147568669623,145.26553817260475,197.89755199189688,225.3146296103177,261.72222040347424,253.1812723806679,245.0631880013961,211.60880677446994,209.0175435611287,179.22838422509648,164.7251530900177,174.2304305022679,194.20314360801416,229.36065605082356,237.13341980486527,253.29844855575143,199.2240924809076,178.4391711354821,173.243354106412,157.97320152070972
2022-01-07,218.15475532265114,212.09325691103479,192.0965532574916,155.82998131525449,136.69729435245242,161.26343885692108,172.50674891965917,196.7378014401175,207.5038688863303,210.02205302099347,210.0492868551637,205.1366614585612,210.77490931448338,184.57212123574223,172.43225173078199,180.7987588667611,185.78083443998838,209.7970353087973,217.5427817075721,220.58863645013412,194.09117288173707,164.33473094985033,178.65207048076996,179.3817927717951
2022-01-08,232.40278038743102,209.41512129384392,197.7556101192461,167.6427485320416,155.537834130723,149.0107252351573,140.40854067294214,145.07850526929144,164.6752328533118,184.43337346832294,194.5149466115871,192.67162786370187,196.91895272686034,171.62470173244765,154.15357404168893,161.36998031319845,172.50265139015733,191.1425434430714,200.25357887792424,200.33927722329014,178.11527296777408,149.24610674898082,158.9235203946476,155.69986810571686
2022-01-09,127.31981493291704,122.62867500512513,117.94608202344125,104.80456601169703,102.64604468099313,96.17975860026249,92.50593727072669,98.12707306605552,103.52857804481269,109.90525035289704,115.14378424461403,120.50379358329833,124.19735594351809,105.76604671089082,101.63609926215526,102.8977176279214,115.22262045043595,148.40354505981315,166.10900277947493,151.87632448085373,150.8753238897183,134.7209702528658,132.31334711825738,129.1480367045425
2022-01-10,203.36102468318168,187.44325213748021,177.62833769227316,153.07067237568992,137.56314202857618,173.06064851148204,244.07985198807265,320.62549759312077,373.5863186431821,371.6095178199662,364.5000485313499,343.9388776494991,308.49692581861444,303.340167297358,273.4596626536122,281.0208177936361,275.19994726976984,280.65090254141415,279.1349181156132,251.8128183595273,219.59290402232963,181.66136759318465,183.7945293791696,168.58117237338644
